peach 4044  : 100g 39c 0.9p 
Atualfo 4961  : 100g 65c 1p 
Fiber One chocolate fudge brownie  : 1 25g 70c 2p
Frosted mini wheats  : 1C 60g 210c 5p
Pumpkin Spice Cheerios  : 1C 36g 140c 3p
Peeps marshmallow cereal  : 1C 29g 113c 1.5p
Kashi Go Chocolate Crunch  : 1C 69g 267c 13.3p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
Dannon Light+Fit strawberry cheesecake Greek yogurt  : 1C 150g 80c 12p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Swerve SR  : 1T 14g 0c 0p
Safeway brownie  : 100g 360c 8p 
Signature Select Extreme! Moose Tracks ice cream  : 1C 134g 360c 5p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
imitation vanilla flavor  : 1t 4.2g 10c 0p
Minute tapioca  : 1.5t 6g 20c 0p
Swiss Miss no sugar added hot cocoa mix  : 3T 18g 70c 2p
Hershey's sp dark cocoa  : 1T 5g 10c 0.2p
Swerve SR  : 1T 14g 0c 0p
xanthan gum  : 1T 9g 30c, 0p 
cinnamon  : 1T 8g 19c 0.5p
Signature Select semii-sweet chocolate chips  : 1T 15g 70c 0.4p
blueberries  : 100g 58c 0.7p 
grapefruit 4289  : 100g 43c 0.8p 
cherries 4045  : 100g 77c 1.09p 
Sho Chiku Bai short grain rice  : 4T 52g 180c 3p
water catfish  : 100g 105c 19.2p 
21-25ct shrimp  : 100g 84c 18.4p 
Mission corn tortillas  : 4 43g 90c 2p
asparagus  : 100g 27c 2.9p 
Safeway brownie  : 100g 360c 8p 
Signature Select Extreme! Moose Tracks ice cream  : 1C 134g 360c 5p
Waterfront Bisro hot cocktail sauce  : 4T 68g 60c 1p
G Hughes sugar free ketchup  : 1T 16g 5c 0p
Kim Ve Wong soy paste  : 1T 19g 15c 0.4p
Sambal Oelek chili paste  : 1T 20g 20c 0p
Lucky Foods Seoul gochujang  : 1T 15g 35c 1p
Sig Sel SW style sweet & spicy mustard  : 1t 5g 10c 0p
Dynasty Chinese-style mustard  : 1t 5g 10c 0p
crushed red pepper  : 1t 1.8g 5.7c 0.2p
cayenne Swerve BSR  : 1T 16g 0c 0p
minced garlic  : 1T 20g 20c 0.2p
dried minced onion  : 1T 5g 17c 0.5p
black : black brown white sesame seeds 1T 9g
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
imitation vanilla flavor  : 1t 4.2g 10c 0p
Brer Rabbit molasses  : 1T 22g 60c 0p
Minute tapioca  : 1.5t 6g 20c 0p
Swiss Miss no sugar added hot cocoa mix  : 3T 18g 70c 2p
Hershey's sp dark cocoa  : 1T 5g 10c 0.2p
Swerve BSR  : 1T 16g 0c 0p
xanthan gum  : 1T 9g 30c, 0p 
cinnamon  : 1T 8g 19c 0.5p
Signature Select semii-sweet chocolate chips  : 1T 15g 70c 0.4p
blueberries  : 100g 58c 0.7p 
Sumo 3632  : 100g 47c 0.9p 
cherries 4045  : 100g 77c 1.09p 
Fiber One chocolate fudge brownie  : 1 25g 70c 2p
Frosted mini wheats  : 1C 60g 210c 5p
Peeps marshmallow cereal  : 1C 29g 113c 1.5p
Cocoa Puffs Loaded  : w  vanilla creme 1C 42g 180c
Kashi Go Chocolate Crunch  : 1C 69g 267c 13.3p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
Dannon Light+Fit strawberry cheesecake Greek yogurt  : 1C 150g 80c 12p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Swerve SR  : 1T 14g 0c 0p
Safeway cinnamon swirl sliced loaf cake  : 1sl 45g 180c 2p
Signature Select Extreme! Moose Tracks ice cream  : 1C 134g 360c 5p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
cacao nibs  : 22.2T 100g 565c 12p
honey  : 1T 22g 65c 0.6p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
imitation vanilla flavor  : 1t 4.2g 10c 0p
Minute tapioca  : 1.5t 6g 20c 0p
Swiss Miss no sugar added hot cocoa mix  : 3T 18g 70c 2p
Hershey's sp dark cocoa  : 1T 5g 10c 0.2p
Swerve SR  : 1T 14g 0c 0p
xanthan gum  : 1T 9g 30c, 0p 
blueberries  : 100g 58c 0.7p 
grapefruit 4289  : 100g 43c 0.8p 
cherries 4045  : 100g 77c 1.09p 
Fiber One chocolate fudge brownie  : 1 25g 70c 2p
Sho Chiku Bai short grain rice  : 4T 52g 180c 3p
water catfish  : 100g 105c 19.2p 
21-25ct shrimp  : 100g 84c 18.4p 
51-60ct shrimp  : 10 85g 50c 9p
Mission corn tortillas  : 4 43g 90c 2p
asparagus  : 100g 27c 2.9p 
Safeway cinnamon swirl sliced loaf cake  : 1sl 45g 180c 2p
Signature Select cherry vanilla ice cream  : 1C 134g 360c 5p
Waterfront Bisro hot cocktail sauce  : 4T 68g 60c 1p
G Hughes sugar free ketchup  : 1T 16g 5c 0p
Kim Ve Wong soy paste  : 1T 19g 15c 0.4p
Sambal Oelek chili paste  : 1T 20g 20c 0p
Lucky Foods Seoul gochujang  : 1T 15g 35c 1p
Sig Sel SW style sweet & spicy mustard  : 1t 5g 10c 0p
Dynasty Chinese-style mustard  : 1t 5g 10c 0p
crushed red pepper  : 1t 1.8g 5.7c 0.2p
cayenne Swerve BSR  : 1T 16g 0c 0p
minced garlic  : 1T 20g 20c 0.2p
dried minced onion  : 1T 5g 17c 0.5p
black : black brown white sesame seeds 1T 9g
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
imitation vanilla flavor  : 1t 4.2g 10c 0p
Minute tapioca  : 1.5t 6g 20c 0p
Swiss Miss no sugar added hot cocoa mix  : 3T 18g 70c 2p
Hershey's sp dark cocoa  : 1T 5g 10c 0.2p
Swerve SR  : 1T 14g 0c 0p
xanthan gum  : 1T 9g 30c, 0p 
Signature Select semii-sweet chocolate chips  : 1T 15g 70c 0.4p
Reddi Wip fat free whipped topping  : 2T 5g 5c 0p
peach 4038  : 100g 39c 0.9p 
nectarine 4036  : 100g 44c 1.1p 
cherries 4045  : 100g 77c 1.09p 
Brach's Tiny Conversation Hearts  : 1bx 28g 110c 0p
Frosted mini wheats  : 1C 60g 210c 5p
Peeps marshmallow cereal  : 1C 29g 113c 1.5p
Oreo O's  : 1C 30g 120c 1p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
Dannon Light+Fit strawberry cheesecake Greek yogurt  : 1C 150g 80c 12p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Swerve SR  : 1T 14g 0c 0p
The Buttery pumpkin cookie  : 38g 130c 1.3p 
Safeway brownie  : 100g 360c 8p 
Dunlop Donuts Samoa raised  : 130g 400c 4.5p 
chocolate old-fashioned  : 100g 220c 2.5p 
mochi donut  : w  chocolate icing & Cocoa Crispies 100g 369c 6p
nectarine 4036  : 100g 44c 1.1p 
Atualfo 4961  : 100g 65c 1p 
cherries 4045  : 100g 77c 1.09p 
Hershey's white cream  : w  sprinkles & popping candy 1br 12bk 42g
Jasmine rice  : 4T 45g 160c 3p
Mission corn tortillas  : 4 43g 90c 2p
bp water white onion  : 100g 30c 0.7p 
peas  : 8T 85g 70c 4p
Kinder original  : 1T 17g 30c 0p
Safeway cinnamon swirl sliced loaf cake  : 1sl 45g 180c 2p
Signature Select cherry vanilla ice cream  : 1C 134g 360c 5p
water Kinder origi  : 2T 34g 60c 1p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
imitation vanilla flavor  : 1t 4.2g 10c 0p
Minute tapioca  : 1.5t 6g 20c 0p
Swiss Miss no sugar added hot cocoa mix  : 3T 18g 70c 2p
Hershey's sp dark cocoa  : 1T 5g 10c 0.2p
Swerve SR  : 1T 14g 0c 0p
xanthan gum  : 1T 9g 30c, 0p 
Signature Select semii-sweet chocolate chips  : 1T 15g 70c 0.4p
Reddi Wip fat free whipped topping  : 2T 5g 5c 0p
nectarine 4036  : 100g 44c 1.1p 
Atualfo 4961  : 100g 65c 1p 
tortillas de maiz  : 3 45g 100c 2p
Chocolate Dream cookie  : 42g 190c 2p 
chocolate ginger cookie  : 30g 116c 1.3p 
Brach's Tiny Conversation Hearts  : 1bx 28g 110c 0p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
imitation vanilla flavor  : 1t 4.2g 10c 0p
Minute tapioca  : 1.5t 6g 20c 0p
Swiss Miss no sugar added hot cocoa mix  : 3T 18g 70c 2p
Hershey's sp dark cocoa  : 1T 5g 10c 0.2p
Swerve SR  : 1T 14g 0c 0p
xanthan gum  : 1T 9g 30c, 0p 
Signature Select semii-sweet chocolate chips  : 1T 15g 70c 0.4p
Reddi Wip fat free whipped topping  : 2T 5g 5c 0p
Atualfo 4961  : 100g 65c 1p 
grapefruit 4289  : 100g 43c 0.8p 
Hershey's white cream  : w  sprinkles & popping candy 1br 12bk 42g
Frosted mini wheats  : 1C 60g 210c 5p
Pumpkin Spice Cheerios  : 1C 36g 140c 3p
Kashi Go Chocolate Crunch  : 1C 69g 267c 13.3p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
Dannon Light+Fit banana cream Greek yogurt  : 1C 150g 80c 12p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Swerve SR  : 1T 14g 0c 0p
Chocolate Dream cookie  : 42g 190c 2p 
pumpkin cookie  : 38g 130c 1.3p 
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
imitation vanilla flavor  : 1t 4.2g 10c 0p
Minute tapioca  : 1.5t 6g 20c 0p
Swiss Miss no sugar added hot cocoa mix  : 3T 18g 70c 2p
Hershey's sp dark cocoa  : 1T 5g 10c 0.2p
Swerve SR  : 1T 14g 0c 0p
xanthan gum  : 1T 9g 30c, 0p 
Signature Select semii-sweet chocolate chips  : 1T 15g 70c 0.4p
Reddi Wip fat free whipped topping  : 2T 5g 5c 0p
Sumo 3632  : 100g 47c 0.9p 
grapefruit 4289  : 100g 43c 0.8p 
Fiber One chocolate fudge brownie  : 1 25g 70c 2p
Frosted mini wheats  : 1C 60g 210c 5p
Peeps marshmallow cereal  : 1C 29g 113c 1.5p
Cap'n Crunch  : 1C 38g 150c 2p
Cocoa Pebbles  : 1C 36g 140c 2.7p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Dannon Light+Fit banana cream Greek yogurt  : 1C 150g 80c 12p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Swerve SR  : 1T 14g 0c 0p
pumpkin cookie  : 38g 130c 1.3p 
chocolate ginger cookie  : 30g 116c 1.3p 
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
imitation vanilla flavor  : 1t 4.2g 10c 0p
Minute tapioca  : 1.5t 6g 20c 0p
Swiss Miss no sugar added hot cocoa mix  : 3T 18g 70c 2p
Hershey's sp dark cocoa  : 1T 5g 10c 0.2p
Swerve SR  : 1T 14g 0c 0p
xanthan gum  : 1T 9g 30c, 0p 
Ghirardelli semii-sweet chocolate chips  : 1T 15g 70c 0.4p
Reddi Wip fat free whipped topping  : 2T 5g 5c 0p
Chinese style chicken salad  : 177g 211c 13p 
Chocolate Dream cookie  : 42g 190c 2p 
chocolate ginger cookie  : 30g 116c 1.3p 
Albright's Donuts apple fritter  : 77g 170c 2.7p 
chocolate old-fashioned  : 100g 220c 2.5p 
found oranges  : 100g 53c 0.8p 
doritos tortillas de maiz  : 3 45g 100c 2p
pumkin chcolate chip muffin  : g c p Safeway brownie 100g 360c
chocolate iced french cruller  : 100g 280c 3.0p 
chocolate twist  : 100g 420c 4p 
found oranges  : 100g 53c 0.8p 
Brach's Tiny Conversation Hearts  : 1bx 28g 110c 0p
found oranges  : 100g 53c 0.8p 
Fiber One chocolate fudge brownie  : 1 25g 70c 2p
doritos tortillas de maiz  : 3 45g 100c 2p
Whole Foods Chocolate Srprinkle Celebration cake  : 113g 460c 4p 
Fiber One chocolate fudge brownie  : 1 25g 70c 2p
found oranges  : 100g 53c 0.8p 
Whole Foods Chocolate lava cake  : 113g 470c 8p 
cornbread cherries 4045  : 100g 77c 1.09p 
Frosted mini wheats  : 1C 60g 210c 5p
Peeps marshmallow cereal  : 1C 29g 113c 1.5p
Cinnamon Toast Crunch  : 1C 41g 173c 1.2p
Honey Bunches of Oats  : 1C 40g 160c 2.7p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Walden Farms 0c chocolate syrup  : 1T 16g 0c 0p
Swerve SR  : 1T 14g 0c 0p
Fiber One chocolate fudge brownie  : 1 25g 70c 2p
Frosted mini wheats  : 1C 60g 210c 5p
Corn Flakes  : 1C 28g 100c 2p
Cinnamon Toast Crunch  : 1C 41g 173c 1.2p
Honey Bunches of Oats  : 1C 40g 160c 2.7p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Lucerne light nonfat vanilla yogurt  : 12T 170g 90c 6p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Walden Farms 0c chocolate syrup  : 1T 16g 0c 0p
Swerve SR  : 1T 14g 0c 0p
Fiber One chocolate fudge brownie  : 1 25g 70c 2p
Safeway ReadyMeals lobster mac and cheese  : 1srv 150g 250c 11p
Frosted mini wheats  : 1C 60g 210c 5p
Corn Flakes  : 1C 28g 100c 2p
Cinnamon Toast Crunch  : 1C 41g 173c 1.2p
Reeses Puffs  : 1C 39g 160c 3p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Lucerne light nonfat vanilla yogurt  : 12T 170g 90c 6p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Walden Farms 0c chocolate syrup  : 1T 16g 0c 0p
Swerve SR  : 1T 14g 0c 0p
Dr Midnight  : 1 57g 234c p cherries 4045 100g
Fiber One chocolate fudge brownie  : 1 25g 70c 2p
Chinese style chicken salad  : 177g 211c 13p 
Frosted mini wheats  : 1C 60g 210c 5p
Corn Flakes  : 1C 28g 100c 2p
Cinnamon Toast Crunch  : 1C 41g 173c 1.2p
Cap'n Crunch  : 1C 38g 150c 2p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Lucerne light nonfat vanilla yogurt  : 12T 170g 90c 6p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Walden Farms 0c chocolate syrup  : 1T 16g 0c 0p
Swerve SR  : 1T 14g 0c 0p
lemon drop  : 1 57g 234c 4.1p
Cahootz  : 1 57g 243c 2.3p
cherries 4045  : 100g 77c 1.09p 
Fiber One chocolate fudge brownie  : 1 25g 70c 2p
pork tamale  : 150g 250c 11p 
Tostitos salsa  : 2T 33g 10c 0p
Fud queso oaxaqueno  : 4T 28g 90c 6p
Rice a Roni stir fry  : 1srv 56g 180c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
asparagus  : 100g 27c 2.9p 
pb water  : 1T 15g 0c 0p
pork tamales  : 150g 250c 11p 
cranberry chocolate chip  : 1 57g 243c 4.3p
Dr Midnight  : 1 57g 234c 4.6p
Hershey's white cream  : w  sprinkles & popping candy 1br 12bk 42g
salsa (10T, 156g, 59c,  : 0.4p salsa (10T, 156g, 59c, 0.4p salsa (10T, 156g, 59c, 0.4p salsa (10T, 156g, 59c, 0.4p
Tostitos chunky salsa  : 2T 33g 10c 0p
G Hughes sugar free ketchup  : 1t 16g 5c 0p
ground chipotle  : 1t 3g 7c 0.2p
Krusteaz Belgian waffle mix  : 5.3T 39g 140c 3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Smuckers sugar free apricot preserves  : 1T 17g 10c 0p
Mission corn tortillas  : 4 43g 90c 2p
Hershey's white cream  : w  sprinkles & popping candy 1br 12bk 42g
Peeps marshmallow cereal  : 1C 29g 113c 1.5p
Corn Flakes  : 1C 28g 100c 2p
Cinnamon Toast Crunch  : 1C 41g 173c 1.2p
Kashi Go Chocolate Crunch EOB  : 1C 69g 267c 13.3p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Walden Farms 0c chocolate syrup  : 1T 16g 0c 0p
Swerve SR  : 1T 14g 0c 0p
lemon drop  : 1 57g 234c 4.1p
Cahootz  : 1 57g 243c 2.3p
Krusteaz Belgian waffle mix  : 5.3T 39g 140c 3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Smuckers sugar free apricot preserves  : 1T 17g 10c 0p
Safeway deli fried pollack  : 100g 225c 22p 
G Hughes sugar free ketchup  : 1t 16g 5c 0p
Waterfront Bisro hot cocktail sauce  : 4T 68g 60c 1p
Rice a Roni stir fry  : 1srv 56g 180c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
asparagus  : 100g 27c 2.9p 
pb water  : 1T 15g 0c 0p
pork tamales  : 150g 250c 11p 
Pacific Cookie Company coconut macaroon  : 1 36g 166c 1.1p
Signature Select cherry vanilla ice cream  : 1C 134g 360c 5p
salsa Tostitos chunky salsa  : 2T 33g 10c 0p
G Hughes sugar free ketchup  : 1t 16g 5c 0p
ground chipotle  : 1t 3g 7c 0.2p
Krusteaz Belgian waffle mix  : 5.3T 39g 140c 3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Smuckers sugar free apricot preserves  : 1T 17g 10c 0p
Mission corn tortillas  : 4 43g 90c 2p
Frosted mini wheats  : 1C 60g 210c 5p
Cinnamon Toast Crunch  : 1C 41g 173c 1.2p
Oreo O's  : 1C 30g 120c 1p
Chocolate Chex  : 1C 43g 180c 4.3p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Lucerne light nonfat vanilla yogurt  : 12T 170g 90c 6p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Walden Farms 0c sychocolaterup  : 1T 16g 0c 0p
Swerve SR  : 1T 14g 0c 0p
Safeway strawberry lemonade swirl sliced loaf cake  : 1sl 45g 170c 2p
Signature Select cherry vanilla ice cream  : 1C 134g 360c 5p
Krusteaz Belgian waffle mix  : 5.3T 39g 140c 3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Smuckers sugar free apricot preserves  : 1T 17g 10c 0p
Walden Farms blueberry syrup  : 1T 15g 0c 0p
Walden Farms strawberry syrup  : 1T 15g 0c 0p
grapefruit 4289  : 100g 43c 0.8p 
cherries 4045  : 100g 77c 1.09p 
85g : 85g 218c 24p 
0.4C. : 0.4C. 100g 197c 3.7p cooked peas 8T
frozen corn  : 8T 85g 90c 3p
G Hughes Sweet & Spicy BBQ sauce  : 2T 30g 10c 0p
Lucky Foods Seoul gochujang  : 1T 15g 35c 1p
ground chipotle  : 1t 3g 7c 0.2p
Safeway strawberry lemonade swirl sliced loaf cake  : 1sl 45g 170c 2p
Signature Select cherry vanilla ice cream  : 1C 134g 360c 5p
Krusteaz Belgian waffle mix  : 5.3T 39g 140c 3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Nestle La Lechera sweetened condensed milk  : 2T 39g 130c 3p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Reddi Wip fat free whipped topping  : 2T 5g 5c 0p
black plum 4040  : 100g 43c 0.7p 
cherries 4045  : 100g 77c 1.09p 
Special K Chocolatey Delight  : 1C 42g 160c 3p
Honey Bunches of Oats  : 1C 40g 160c 2.7p
Cocoa Pebbles  : 1C 36g 140c 2.7p
Kashi Go Chocolate Crunch  : 1C 69g 267c 13.3p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
Lucerne light nonfat vanilla yogurt  : 12T 170g 90c 6p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Swerve SR  : 1T 14g 0c 0p
Safeway strawberry lemonade swirl sliced loaf cake  : 1sl 45g 170c 2p
Signature Select cherry vanilla ice cream  : 1C 134g 360c 5p
Signature Select black raspberry chip ice cream  : 1C 134g 285c 3p
Krusteaz Belgian waffle mix  : 5.3T 39g 140c 3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Smuckers sugar free apricot preserves  : 1T 17g 10c 0p
Reddi Wip fat free whipped topping  : 2T 5g 5c 0p
blueberries  : 100g 58c 0.7p 
black plum 4040  : 100g 43c 0.7p 
cherries 4045  : 100g 77c 1.09p 
85g : 85g 218c 24p 
0.4C. : 0.4C. 100g 197c 3.7p cooked peas 8T
frozen corn  : 8T 85g 90c 3p
Fud queso oaxaqueno  : 4T 28g 90c 6p
El Mexicano nacho cheese sauce  : 4T 62g 80c 1p
Lucky Foods Seoul gochujang  : 1T 15g 35c 1p
Signature Select sweet & spicy mustard  : 1t 5g 10c 0p
popcorn cheese  : 2T 15g 70c 3p
cinnamon  : 1T 8g 19c 0.5p
crushed red pepper  : 1t 1.8g 5.7c 0.2p
Swerve BSR  : 1T 16g 0c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Betty Crocker brownie brittle mix  : 1srv 23g 90c 0.4p
Lucerne unsalted butter  : 1T 14g 100c 0p
Krusteaz Belgian waffle mix  : 5.3T 39g 140c 3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Smuckers sugar free apricot preserves  : 1T 17g 10c 0p
Akaka Falls Farms coconut black chocolate butter  : 1T 20g 90c 0.4p
blueberries  : 100g 58c 0.7p 
black plum 4040  : 100g 43c 0.7p 
cherries 4045  : 100g 77c 1.09p 
Honey Bunches of Oats  : 1C 40g 160c 2.7p
Cap'n Crunch  : 1C 38g 150c 2p
Toast Crunch Cinnamon Loaded  : w  vanilla creme 1C 42g 180c
Kashi Go Chocolate Crunch  : 1C 69g 267c 13.3p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
Lucerne light nonfat vanilla yogurt  : 12T 170g 90c 6p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Swerve SR  : 1T 14g 0c 0p
Krusteaz Belgian waffle mix  : 5.3T 39g 140c 3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Smuckers sugar free apricot preserves  : 1T 17g 10c 0p
Akaka Falls Farms coconut black chocolate butter  : 1T 20g 90c 0.4p
Reddi Wip fat free whipped topping  : 2T 5g 5c 0p
blueberries  : 100g 58c 0.7p 
nectarine 4036  : 100g 44c 1.1p 
cherries 4045  : 100g 77c 1.09p 
85g : 85g 218c 24p 
0.4C. : 0.4C. 100g 197c 3.7p cooked peas 8T
frozen corn  : 8T 85g 90c 3p
Fud queso oaxaqueno  : 4T 28g 90c 6p
Heinz 57 sauce  : 1T 17g 20c 0p
G Hughes sugar free ketchup  : 1t 16g 5c 0p
Signature Select sweet & spicy mustard  : 1t 5g 10c 0p
Kim Ve Wong soy paste  : 1T 19g 15c 0.4p
Swerve BSR  : 1T 16g 0c 0p
ground chipotle  : 1t 3g 7c 0.2p
Krusteaz Belgian waffle mix  : 5.3T 39g 140c 3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Smuckers sugar free apricot preserves  : 1T 17g 10c 0p
Akaka Falls Farms coconut black chocolate butter  : 1T 20g 90c 0.4p
Reddi Wip fat free whipped topping  : 2T 5g 5c 0p
peach 4038  : 100g 39c 0.9p 
cherries 4045  : 100g 77c 1.09p 
Pacheco St orange  : 100g 53c 0.8p 
Honey Bunches of Oats  : 1C 40g 160c 2.7p
Chocolate Chex  : 1C 43g 180c 4.3p
Chocolate Frosted Flakes  : 1C 39g 150c 2p
Cocoa Pebbles  : 1C 36g 140c 2.7p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 12T 170g 70c 13p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Swerve SR  : 1T 14g 0c 0p
Safeway strawberry lemonade swirl sliced loaf cake  : 1sl 45g 170c 2p
Signature Select black raspberry chip ice cream  : 1C 134g 285c 3p
Krusteaz Belgian waffle mix  : 5.3T 39g 140c 3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Reddi Wip fat free whipped topping  : 2T 5g 5c 0p
nectarine 4036  : 100g 44c 1.1p 
cherries 4045  : 100g 77c 1.09p 
85g : 85g 218c 24p 
Lucerne unsalted butter  : 1T 14g 100c 0p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
peas  : 8T 85g 70c 4p
frozen corn  : 8T 85g 90c 3p
white onion  : 100g 30c 0.7p 
G Hughes sugar free ketchup  : 1t 16g 5c 0p
Lucky Foods Seoul gochujang  : 1T 15g 35c 1p
Sichuan pepper  : 1T 7g 40c 1p
Krusteaz Belgian waffle mix  : 5.3T 39g 140c 3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Hershey's zero sugar chocolate syrup  : 1T 15g 5c 0p
Mission corn tortilla  : 4 43g 90c 2p
cherries 4045  : 100g 77c 1.09p 
Frosted mini wheats  : 1C 60g 210c 5p
Chocolate Frosted Flakes  : 1C 39g 150c 2p
Peeps  : 1C 29g 113c 1.5p
Cocoa Pebbles  : 1C 36g 140c 2.7p
Silk unsweet vanilla almond milk  : 1C 256g 30c 1p
Chobani zero sugar vanilla Greek yogurt  : 12T 170g 70c 13p
Hershey's dark cocoa  : 1T 5g 10c 1.2p
Walden Farms 0c sychocolaterup  : 1T 16g 0c 0p
Swerve SR  : 1T 14g 0c 0p
Safeway Hershey's vanilla chip macadamia nut cookie  : 1 57g 243c 2.4p
Krusteaz Belgian waffle mix  : 5.3T 39g 140c 3p
Lucerne liquid egg product  : 4T 56g 30c 5p
Star extra virgin olive oil  : 1T 12g 120c 0p
Open Nature unsweet vanilla almond milk  : 1C 256g 30c 1p
Safeway Kitchens lite original syrup  : 4T g 100c 0p
blueberries  : 100g 58c 0.7p 
peach 4038  : 100g 39c 0.9p 
cherries 4045  : 100g 77c 1.09p 
Don-Bei black eye beans noodles  : 1.7n 100g 365c 17p
